0\0.png	招商银行（广州分行）
0\11219.png	广东省遂溪县第一中学
0\11220.png	吴川市农村信用合作联社大山江信用社
0\11221.png	(大写)捌佰元正
0\11222.png	湛江农商行
0\11223.png	贰万零柒佰柒拾叁元陆角壹分
0\11224.png	工商银行
0\11225.png	壹拾万零捌仟元整
0\11226.png	广东博罗农村商业银行福依分理处
0\11227.png	(大写)壹仟叁佰元整
0\11228.png	肇庆市高要区禄步镇初级中学饭堂
0\11229.png	白云机场支行在行自助银行24小时自助银行
0\11230.png	龙川县农村信用合作社联合社隆东分社
0\11231.png	龙华人民南路锦绣江南花园三期商铺一楼
0\11232.png	珠海市香洲东坑股份合作公司
0\11233.png	广东省罗定市/县
0\11234.png	兴宁市兴田一路离行自助银行24小时自助银行
0\11235.png	潮阳农商行
0\11236.png	广东省罗定市食品企业集团公司肉类联合加工厂
0\11237.png	农业银行佛山高明荷城支行
0\11238.png	(大写)壹仟伍佰元正
0\11239.png	华厦大酒店B座大堂(自助银行)
0\11240.png	农行三水大塘支行
0\11241.png	柒拾万元正
0\11242.png	西区弘浩离行自助银行24小时自助银行
0\11243.png	中国工商银行阳江分行
0\11244.png	广东省罗定市/县
0\11245.png	(大写)壹仟壹佰元整
0\11246.png	开平农商银行
0\11247.png	自筹
0\11248.png	封开农商行平凤支行
0\11249.png	农南行东山支行
0\11250.png	货款
0\11251.png	珠海农商银行造贝支行
0\11252.png	朝阳支行在行自助银行24小时自助银行
0\11253.png	江门农商银行
0\11254.png	广东省茂名市/县
0\11255.png	捐资助学
0\11256.png	城市广场2离行自助单点24小时自助银行
0\11257.png	中国银行水口支行
0\11258.png	(大写)伍仟玖佰叁拾元伍角正
0\11259.png	(大写)柒佰元正
0\11260.png	广东博罗农村商业银行桥南分理处
0\11261.png	翁源农商行环城路支行
0\11262.png	佛山市南海区里水镇河村社区居民委员会
0\11263.png	光明新区公明街道东坑村东茂路2号万盛佳商场
0\11264.png	业务款
0\11265.png	往来款
0\11266.png	中国工商银行
0\11267.png	新丰县财政局
0\11268.png	周转金
0\11269.png	碧桂园离行自助银行24小时自助银行
0\11270.png	往来款
0\11271.png	嘉信城市广场离行自助银行24小时自助银行
0\11272.png	广东省茂名市/县
0\11273.png	核酸检测款
0\11274.png	珠海舒家商贸有限公司
0\11275.png	交通局自助银行离行自助银行24小时自助银行
0\11276.png	怀集农商银行
0\11277.png	(大写)伍仟玖佰叁拾元伍角正
0\11278.png	南海嘉信茂离行自助银行24小时自助银行
0\11279.png	佛山南海狮山支行(佛山南海平洲支行搬迁)
0\11280.png	贰万元整
0\11281.png	(大写)肆万玖仟玖佰陆拾元整
0\11282.png	建设支行在行自助银行24小时自助银行
0\11283.png	五指山两面指土地承包款
0\11284.png	珠海农商行
0\11285.png	9月份党费
0\11286.png	肇庆市高要区金利镇初级中学饭堂
0\11287.png	佛山农商银行高明明城支行
0\11288.png	宝华路支行在行自助单点24小时自助银行
0\11289.png	仪食费
0\11290.png	佛山农商银行三水南岸支行
0\11291.png	中寨分理处
0\11292.png	往来款
0\11293.png	总店修理等
0\11294.png	下帅乡教育经费收支财务结算中心
0\11295.png	中山正田食品有限公司
0\11296.png	滨江东路金雅苑103-104号
0\11297.png	中山农商银行板芙支行
0\11298.png	顺德勒流支行在行自助银行24小时自助银行
0\11299.png	福田支行在行自助银行24小时自助银行
0\11300.png	广东省广州市/县
0\11301.png	肇庆农商行
0\11302.png	城市广场1离行自助单点24小时自助银行
0\11303.png	收房款配套费
0\11304.png	中国工商银行辽宁大连市分行
0\11305.png	人民币叁万玖仟陆佰陆拾肆元叁角叁分
0\11306.png	壹万伍仟柒佰贰拾陆元正
0\11307.png	博罗农商银行
0\11308.png	壹仟贰佰叁拾壹元肆角整
0\11309.png	徐闻农商银行
0\11310.png	罗定农商银行围底支行
0\11311.png	新湾支行在行自助单点24小时自助银行
0\11312.png	广医学院1离行自助单点24小时自助银行
0\11313.png	汕头市澄海农村信用合作联社北村信用分社
0\11314.png	滨海支行在行自助银行24小时自助银行
0\11315.png	开户行惠东农商银行
0\11316.png	汕头市澄海农村信用合作联社下岱信用分社
0\11317.png	(大写)叁万捌仟元整
0\11318.png	翁源农商银行
0\11319.png	阳江职业技术学院离行自助单点24小时自助银行
0\11320.png	南海农商银行平洲祥胜支行
0\11321.png	农业银行
0\11322.png	广东省郁南市/县
0\11323.png	分行营业部在行自助银行24小时自助银行
0\11324.png	广东省清远市/县
0\11325.png	礼乐镇文昌花园礼德二街四幢之一
0\11326.png	装修款
0\11327.png	乳源瑶族自治县大桥镇中心小学
0\11328.png	广东省惠东市/县
0\11329.png	电白支行在行自助银行24小时自助银行
0\11330.png	平远县农村信用合作联社东石信用社
0\11331.png	广东省佛山市/县
0\11332.png	三期低压电工程款
0\11333.png	江门融和农商
0\11334.png	壹伯叁拾万零叁仟元正
0\11335.png	分行营业部2离行自助单点24小时自助银行
0\11336.png	肇庆市高要区第二中学食堂
0\11337.png	中山农商银行板芙支行
0\11338.png	8.24病人卡充值款
0\11339.png	云浮市云城区南盛镇料洞村民委员会
0\11340.png	塘租
0\11341.png	安装费
0\11342.png	(大写)壹拾伍元正
0\11343.png	(大写)壹仟陆佰元正
0\11344.png	广东省珠海市/县
0\11345.png	百园路离行自助银行24小时自助银行
0\11346.png	佛山农商银行
0\11347.png	广东省佛山市/县
0\11348.png	开平农商行
0\11349.png	南海里水支行在行自助银行24小时自助银行
0\11350.png	罗定农商行园前支行
0\11351.png	农药款
0\11352.png	虎门镇南栅第五工业区朝程制衣厂正门左侧
0\11353.png	中珠大厦1离行自助单点24小时自助银行
0\11354.png	沙井街道新桥芙蓉工亚区德昌电机厂内
0\11355.png	附加信息及用途刘金生辞职违约金
0\11356.png	广东普宁汇成村镇银行里湖支行
0\11357.png	现金
0\11358.png	安心贷保费
0\11359.png	开平农南们
0\11360.png	台山农商银行
0\11361.png	沙田支行在行自助银行24小时自助银行
0\11362.png	博罗县平安食品购销站
0\11363.png	((大写)壹仟壹佰肄拾贰元整
0\11364.png	新丰农商银行
0\11365.png	中国农业银行张槎开发区支行
0\11366.png	广东水利电力技术学院离行自助单点24小时自助银行
0\11367.png	龙湖支行在行自助银行24小时自助银行
0\11368.png	文华北离行自助银行24小时自助银行
0\11369.png	高州农商行
0\11370.png	梅州农村商业银行股份有限公司
0\11371.png	广盛支行在行自助银行24小时自助银行
0\11372.png	货款
0\11373.png	佛山农商行
0\11374.png	厚街镇河田沿河路40号远隆商贸大厦一楼
0\11375.png	长安锦兴支行在行自助银行24小时自助银行
0\11376.png	龙门农商行
0\11377.png	(大写)玖佰陆拾陆元壹角
0\11378.png	东凤天乙离行自助单点24小时自助银行
0\11379.png	江门市新会区大鳌嘉华石油气有限公司
0\11380.png	河源农商银行御龙湾支行
0\11381.png	汕头市濠江区明亮幼儿园
0\11382.png	分行营业部4离行自助单点24小时自助银行
0\11383.png	塘厦支行在行自助银行24小时自助银行
0\11384.png	金御亭酒店离行自助银行24小时自助银行
0\11385.png	中国建设银行化州光明支行
0\11386.png	家用
0\11387.png	龙光电业离行自助单点24小时自助银行
0\11388.png	英德市浈阳峡生态旅游度假有限公司
0\11389.png	壹仟柒佰元正
0\11390.png	八万元正
0\11391.png	惠阳天虹离行自助单点离行自助单点24小时自助银行
0\11392.png	石岐大润发二楼离行自助单点24小时自助银行
0\11393.png	壹佰叁拾万零叁仟元正
0\11394.png	光复路在行自助银行24小时自助银行
0\11395.png	广东省汕尾市/县
0\11396.png	中国银行湛江徐闻支行
0\11397.png	(大写)玖佰陆拾陆元壹角
0\11398.png	肇庆农商行
0\11399.png	乳源农商行
0\11400.png	广东省珠海市/县
0\11401.png	伍万伍仟元正
0\11402.png	中国银行中山分行
0\11403.png	河源农商银行御龙湾支行
0\11404.png	学生
0\11405.png	田地租金
0\11406.png	佛山农商行
0\11407.png	金额(大写)肆仟捌佰玖拾柒元伍角玖分
0\11408.png	怀集农商行
0\11409.png	中国建设银行澄海支行
0\11410.png	广东省东莞市/县
0\11411.png	乳源农商行
0\11412.png	怡景支行在行自助银行24小时自助银行
0\11413.png	新兴县筋竹镇榄根村民委员会丹坑村民小组
0\11414.png	生活费
0\11415.png	特校伙食费
0\11416.png	江门农商银行
0\11417.png	国控国大健丰(江门)医药连锁有限公司
0\11418.png	佛山市三水普华美居物业管理有限公司
0\11419.png	中山市板芙镇板芙村东二队经济合作社
0\11420.png	阳春市中建矿产有限么司
0\11421.png	往来
0\11422.png	补偿费
0\11423.png	英德农商行沙口分理处
0\11424.png	往来
0\11425.png	现金
0\11426.png	茂名大参林连锁药店有限公司
0\11427.png	广东省韶关市/县
0\11428.png	新丰县第三幼儿园
0\11429.png	叁万肆仟零壹拾壹元陆角壹分
0\11430.png	中山农商银行三乡乌石分理处
0\11431.png	阳春市中建矿产有限么司
0\11432.png	新丰农商银行
0\11433.png	肆万元整
0\11434.png	(大写)壹万捌仟捌佰元正
0\11435.png	广东博罗农村商业银行显村分理处
0\11436.png	现金
0\11437.png	备注：2021年度第一学期伙食费
0\11438.png	肇庆农商行
0\11439.png	广东阳春农村商业银行登宝分理处
0\11440.png	广东博罗农村商业银行陈屋分理处
0\11441.png	汕头市澄海农村信用合作联社下窑信用分社
0\11442.png	江门市新会区大鳌嘉华石油气有限公司
0\11443.png	黄岐离行自助银行24小时自助银行
0\11444.png	珠海舒家商贸有限公司
0\11445.png	观澜街道桂花社区庙溪工业区美嘉华公司宿舍
0\11446.png	新会江会支行在行自助银行24小时自助银行
0\11447.png	东兴路支行在行自助单点24小时自助银行
0\11448.png	平远县农村信用合作联社城西分社
0\11449.png	广东省江门市/县
0\11450.png	往来款
0\11451.png	广东省广州市/县
0\11452.png	租金
0\11453.png	瑞康路其佳辅料城二楼B01-B02
0\11454.png	餐庆市高要区金利镇珠江社区上倚经济合作社
0\11455.png	备用金
0\11456.png	现金
0\11457.png	汕头市澄海农村信用合作联社水南信用分社
0\11458.png	梅州农商银行营业部归还贷款
0\11459.png	南海分行营业部在行自助银行24小时自助银行
0\11460.png	大浪街道华旺路新水围新村16号
0\11461.png	广东省台山市/县
0\11462.png	肇庆市高要区金利镇中心小学饭堂开户行
0\11463.png	丰顺农村商业银行小胜支行
0\11464.png	(大写)伍佰叁拾捌元整
0\11465.png	彩虹支行在行自助银行24小时自助银行
0\11466.png	农业银行罗镜支行
0\11467.png	中国工商银行阳江分行
0\11468.png	赣州联多利料科技有汉公司
0\11469.png	往来
0\11470.png	肇庆市高要区金利中学饭堂
0\11471.png	肇庆市实验中学学生饭堂
0\11472.png	(大写)捌佰玖拾玖元正
0\11473.png	百信广场离行自助单点24小时自助银行
0\11474.png	平安银行中电支行
0\11475.png	西门岗A9号区慧峰豪庭聚豪居1A
0\11476.png	季华四路华艺装饰材料市场11幢1-4号铺
0\11477.png	肇庆市实验中学学生饭堂
0\11478.png	社保款
0\11479.png	石碣达晨电子厂离行自助单点24小时自助银行
0\11480.png	建行珠海分行
0\11481.png	布吉街道罗岗信义假日名城沁芳园裙楼商铺
0\11482.png	德庆农商银行播植支行
0\11483.png	中国建设银行天河高新区支行
0\11484.png	农业银行
0\11485.png	高明支行营业部在行自助银行24小时自助银行
0\11486.png	分行营业部在行自助银行24小时自助银行
0\11487.png	体育馆离行自助单点24小时自助银行
0\11488.png	封开农商银行
0\11489.png	(大写)贰仟柒佰捌拾元伍角正
0\11490.png	中国工商银行中山市库充支行
0\11491.png	(大写)捌仟元整
0\11492.png	揭阳农商行
0\11493.png	(大写)壹仟叁佰叁拾玖元整
0\11494.png	中山农商银行三乡乌石分理处
0\11495.png	收房款
0\11496.png	丰城社卫中心业务收入基数
0\11497.png	东源农商行
0\11498.png	凤岗支行在行自助银行24小时自助银行
0\11499.png	(大写)贰佰壹拾陆元整
0\11500.png	阳江农村商业银行
0\11501.png	(大写)壹万伍仟陆佰贰拾伍元正
0\11502.png	新村支行在行自助银行24小时自助银行
0\11503.png	公明街道合水口村民生大道愉和百货
0\11504.png	沙田镇横流大街41号1-2、1-3号铺位
0\11505.png	美泰玩具厂离行自助单点24小时自助银行
0\11506.png	肇庆市高要区金利镇初级中学饭堂
0\11507.png	金中环支行在行自助银行24小时自助银行
0\11508.png	(大写)捌仟伍佰捌拾元整
0\11509.png	清远市清新区农村信用合作联社石坎分社
0\11510.png	化州市食品企业集团东山食品公司
0\11511.png	揭东农商银行锡场支行
0\11512.png	(大写)壹仟叁佰叁拾玖元整
0\11513.png	(大写)柒佰肆拾玖元肆角柒分
0\11514.png	台山农商行经济用款
0\11515.png	龙岗街道新生村新生路裕兴百货首层
0\11516.png	新丰农商银行
0\11517.png	白石路世纪村五栋日月府一楼商铺
0\11518.png	怀集农商行
0\11519.png	公明街道252县道民生工业城112栋1号
0\11520.png	江门农商银行
0\11521.png	揭阳农商行
0\11522.png	肇庆市高要区禄步镇初级中学饭堂
0\11523.png	台山分行营业部在行自助银行24小时自助银行
0\11524.png	博罗农商银行
0\11525.png	学费收入
0\11526.png	中海怡翠离行自助银行24小时自助银行
0\11527.png	肇庆农商行
0\11528.png	佛山市南海区里水镇河村社区居民委员会
0\11529.png	广东省肇庆市/县
0\11530.png	备用金
0\11531.png	肇庆农商行
0\11532.png	汕头市澄海农村信用合作联社碧砂信用分社
0\11533.png	广东博罗农村商业银行商业东街分理处
0\11534.png	惠州市惠城区横沥镇黄沙洞经济联合社
0\11535.png	五指山两面指土地承包款
0\11536.png	怀集农商银行
0\11537.png	环城西支行自助单点在行自助单点24小时自助银行
0\11538.png	治然房地产(福建)有限公司
0\11539.png	三台支行在行自助银行24小时自助银行
0\11540.png	肇庆市实验中学学生饭堂
0\11541.png	广东省肇庆市/县
0\11542.png	叁佰元整
0\11543.png	英德农商行
0\11544.png	石岐优越城离行自助单点24小时自助银行
0\11545.png	肇庆农商行
0\11546.png	广东农信新会农商银行
0\11547.png	建筑保险费
0\11548.png	龙华街道油松村东环路惠万家商场门口
0\11549.png	英德农商银行
0\11550.png	石岩街道办百旺信工业园世纪百货
0\11551.png	(大写)捌佰肆拾元捌角整
0\11552.png	汕头市澄海农村信用合作联社涂池信用分社
0\11553.png	汕头市澄海农村信用合作联社文东信用分社
0\11554.png	中山大道190号骏景花园南苑骏霖轩C座115号铺
0\11555.png	翠宝大厦2离行自助单点24小时自助银行
0\11556.png	白蕉工业开发区黄杨大道南沿江路西公路边12号
0\11557.png	(大写)捌佰元整
0\11558.png	江门农商行
0\11559.png	壹拾叁万元整
0\11560.png	桐林城市广场离行自助银行24小时自助银行
0\11561.png	宝安支行在行自助银行24小时自助银行
0\11562.png	林和西横路201—207号号广州烟草大厦首层
0\11563.png	2013届小胜中学校友捐款数育基金
0\11564.png	骏升科技城离行自助单点24小时自助银行
0\11565.png	广东博罗农村商业银行博龙分理处
0\11566.png	(大写)壹仟壹佰元整
0\11567.png	珠海农商银行
0\11568.png	广东省广州市/县
0\11569.png	江门农商银行
0\11570.png	佛山分行营业部在行自助单点24小时自助银行
0\11571.png	还款
0\11572.png	(大写)壹万壹仟捌佰肆拾元整
0\11573.png	退款
0\11574.png	壹佰万元正
0\11575.png	中国银行高要金利支行
0\11576.png	广东省茂名市/县
0\11577.png	广东天禾农资清远农业科技服务有限公司
0\11578.png	西苑广场离行自助单点24小时自助银行
0\11579.png	往来款
0\11580.png	自筹
0\11581.png	叁拾壹万叁仟肆佰伍拾元正
0\11582.png	徐洞自助单点离行自助单点24小时自助银行
0\11583.png	(大写)壹万玖仟叁佰捌拾叁元正
0\11584.png	汇丰银行上海分行
0\11585.png	农药款
0\11586.png	人民币伍万元正
0\11587.png	农商银行
0\11588.png	广东省惠州市/县
0\11589.png	中国电信股份有限公司大埔分公司
0\11590.png	(大写)伍元整
0\11591.png	长安莲峰支行在行自助银行24小时自助银行
0\11592.png	广东天禾农资清远农业科技服务有限公司
0\11593.png	广东省台山市/县
0\11594.png	汕头市澄海农村信用合作联社东升信用分社
0\11595.png	(大写)壹仟柒佰壹拾伍元正
0\11596.png	清远市清新区农村信用合作联社桃源分社
0\11597.png	清远市清新区农村信用合作联社营业部
0\11598.png	陆拾伍万元整
0\11599.png	华富支行在行自助银行24小时自助银行
0\11600.png	广东省普宁市/县
0\11601.png	汕头市澄海农村信用合作联社坝头信用社
0\11602.png	化州农商行
0\11603.png	广东省封开市/县
0\11604.png	(大写)壹仟叁佰零贰圆
0\11605.png	英德农商行
0\11606.png	茂名农商银行公馆支行
0\11607.png	(大写)叁仟伍佰玖拾贰元柒角正
0\11608.png	下帅乡教育经费收支财务结算中心
0\11609.png	村干部养老保险(2021)第二季
0\11610.png	工商银行
0\11611.png	南海农商银行
0\11612.png	买楼款
0\11613.png	广东大埔农村商业银行三黎分理处
0\11614.png	贰仟元整
0\11615.png	鹤山市共和镇良庚村会龙股份经济合作社
0\11616.png	分行营业部在行自助银行24小时自助银行
0\11617.png	广东省深圳市/县
0\11618.png	广东省四会市东城街道陶冲周村经济合作社
0\11619.png	珠江村镇银行鹤山支行
0\11620.png	还款
0\11621.png	茂名市城区农村商业银行
0\11622.png	广东博罗农村商业银行塘滩路分理处
0\11623.png	布吉街道岗头村乐平坪雪岗北路52号联城商场
0\11624.png	茂名农商银行公馆支行
0\11625.png	广东省东莞市/县
0\11626.png	汇丰银行上海分行
0\11627.png	汕头市澄海农村信用合作联社龙头信用分社
0\11628.png	建设银行阳江分行
0\11629.png	国药格股国大药品江门连锁有限公司
0\11630.png	光明新区光明第二工业区光晟公司
0\11631.png	乳源农商行
0\11632.png	惠东农商行现金
0\11633.png	中心幼儿园伙食费
0\11634.png	新兴农商银行营业部
0\11635.png	(大写)玖佰元正
0\11636.png	中国建设银行肇庆分行
0\11637.png	广东大埔农村商业银行新村分理处
0\11638.png	汕头市澄海农村信用合作联社海北信用分社
0\11639.png	(大写)壹万玖仟元整
0\11640.png	沧江工业园1离行自助单点24小时自助银行
0\11641.png	高州支行在行自助银行24小时自助银行
0\11642.png	(大写)壹佰玖拾伍元壹角玖分
0\11643.png	金海酒店离行自助单点24小时自助银行
0\11644.png	万峰自助点离行自助单点24小时自助银行
0\11645.png	佛山农商银行
0\11646.png	四会市城中街道城北幼儿园
0\11647.png	高州农商银行长坡支行
0\11648.png	广东省遂溪县第一中学
0\11649.png	富华广场离行自助银行24小时自助银行
0\11650.png	(大写)壹万肆仟伍佰陆拾元正
0\11651.png	(大写)叁仟叁佰元整
0\11652.png	开平市国顺公共交通有限公司
0\11653.png	南沙支行在行自助银行24小时自助银行
0\11654.png	台山市四九镇复盛村昌盛经济合作社
0\11655.png	中国建设银行
0\11656.png	中山农商行
0\11657.png	坳仔镇教育经费收支财务结算中心
0\11658.png	佛山市南海区桂城平南幼儿园
0\11659.png	肇庆农商银行东岗支行
0\11660.png	浦东发展银行虹口支行
0\11661.png	白沙农商行
0\11662.png	阳春农商银行岗美支行
0\11663.png	(大写)贰仟叁佰伍拾贰元正
0\11664.png	景田支行在行自助银行24小时自助银行
0\11665.png	农商行凤村支行
0\11666.png	肇庆农商银行
0\11667.png	农村商业银行阳光支行
0\11668.png	广东省连州市/县
0\11669.png	盐步离行自助银行24小时自助银行
0\11670.png	茂名大参林连锁药店有限公司
0\11671.png	购增氧机
0\11672.png	四会市澳华饲料有限公司
0\11673.png	肇庆农商行
0\11674.png	中国建设银行德庆支行
0\11675.png	广东揭西农商行
0\11676.png	肇庆农商行
0\11677.png	广东省肇庆市/县
0\11678.png	生意款
0\11679.png	888街离行自助单点24小时自助银行
0\11680.png	四会农商行
0\11681.png	珠海舒家商贸有限公司
0\11682.png	货款
0\11683.png	贵州省思南市/县
0\11684.png	工商银行
0\11685.png	名仕园离行自助单点24小时自助银行
0\11686.png	顺德陈村支行在行自助银行24小时自助银行
0\11687.png	肇庆农商行
0\11688.png	开平农商银行
0\11689.png	柒万伍仟元整
0\11690.png	惠东县捻山镇范和村民委员会
0\11691.png	大坡农商行
0\11692.png	莲山农商行
0\11693.png	坪地街道办年丰村吉之堡购物中心首层
0\11694.png	肇庆农商行
0\11695.png	四会市地豆镇地豆社区居民委员会
0\11696.png	友谊路在行自助银行24小时自助银行
0\11697.png	钟日红补缴的土地价款103014802县级100%连州市财政局
0\11698.png	沧江工业园2离行自助单点24小时自助银行
0\11699.png	广东省广州市/县
0\11700.png	环市东路支行在行自助银行24小时自助银行
0\11701.png	平陵站设施费
0\11702.png	汕头市澄海农村信用合作联社六狮桥储蓄所
0\11703.png	广东博罗农村商业银行礼村分理处
0\11704.png	生意周转金
0\11705.png	E7房款
0\11706.png	广东省湛江市/县
0\11707.png	中国银行思南支行
0\11708.png	茂名农商银行
0\11709.png	广东省珠海市/县
0\11710.png	孙东离行离行自助银行24小时自助银行
0\11711.png	乐从北航离行自助单点24小时自助银行
0\11712.png	学杂费
0\11713.png	东门支行在行自助银行24小时自助银行
0\11714.png	广东阳春农村商业银行凤来分理处
0\11715.png	汕头市澄海农村信用合作联社营业部
0\11716.png	河限市天天乐超市有限么司
0\11717.png	(大写)壹万捌仟贰佰贰拾伍元整
0\11718.png	广东博罗农村商业银行里波水分理处
0\11719.png	中山农商银行三乡乌石分理处
0\11720.png	往来款
0\11721.png	佛山市禅城区颗林大江小学
0\11722.png	(大写)壹佰柒拾陆元整
0\11723.png	新青工业园埔青街与新青三路交界的艺富楼
0\11724.png	肇庆农商行
0\11725.png	乐昌市中英文学校
0\11726.png	英德市英州红茶业有限公司
0\11727.png	河西支行在行自助单点24小时自助银行
0\11728.png	平湖华南国际工业原料城管理服务中心大楼1-2层
0\11729.png	往来款
0\11730.png	惠城支行在行自助银行24小时自助银行
0\11731.png	南海区农村商业银行九江信盈支行
0\11732.png	管理费
0\11733.png	中国农业银行河西新坡支行
0\11734.png	(大写)肆佰零捌元壹角叁分
0\11735.png	横沥支行在行自助银行24小时自助银行
0\11736.png	肇庆农商行
0\11737.png	叁拾万元整
0\11738.png	湛江农商行
0\11739.png	广东省英德市财政局
0\11740.png	外国人中心在行自助单点24小时自助银行
0\11741.png	(大写)壹万玖仟捌佰零壹元整
0\11742.png	开发区支行在行自助银行24小时自助银行
0\11743.png	科技园支行在行自助银行24小时自助银行
0\11744.png	安置费
0\11745.png	(大写)壹万元整
0\11746.png	佛山农商行
0\11747.png	广东省东莞市/县
0\11748.png	佛山农商行恒宝支行
0\11749.png	揭阳农商行
0\11750.png	罗定市公房管理所
0\11751.png	中国农业银行南海罗村支行
0\11752.png	石碣镇明珠路百汇中央广场A1001铺位
0\11753.png	开平市国顺公共交通有限公司
0\11754.png	广东博罗农村商业银行湾湖分理处
0\11755.png	揭阳市揭东区联兴物业管理有限公司
0\11756.png	(大写)贰佰元正
0\11757.png	(大写)壹万陆仟陆佰壹拾捌圆伍角
0\11758.png	白云机场6离行自助单点24小时自助银行
0\11759.png	南洋支行在行自助银行24小时自助银行
0\11760.png	肇庆市高要区金利镇初级中学饭堂
0\11761.png	塘厦新劲电子厂离行自助单点24小时自助银行
0\11762.png	管理费
0\11763.png	广东省普宁市/县
0\11764.png	广东新兴农村商业银行股份有限
0\11765.png	(大写)叁佰零陆元整
0\11766.png	博罗县卫生系统财务集中结算中心
0\11767.png	奶粉营业款
0\11768.png	深南中路5008号农行大厦二楼
0\11769.png	疫情物资款（封开县长岗镇光升村卫生室颜培振）
0\11770.png	广东省中山市/县
0\11771.png	管理费
0\11772.png	博罗县卫生系统财务集中结算中心
0\11773.png	生意往来
0\11774.png	坦洲支行在行自助银行24小时自助银行
0\11775.png	英德农商行桥头支行
0\11776.png	潮阳农商行
0\11777.png	(大写)壹佰柒拾陆元整
0\11778.png	(大写)肆万元正
0\11779.png	肆仟元整
0\11780.png	四会农商行
0\11781.png	广东省韶关市/县
0\11782.png	连州市星子水电公司
0\11783.png	灰窑头分理处
0\11784.png	现金
0\11785.png	松岗离行自助银行24小时自助银行
0\11786.png	茂名农商银行公馆支行
0\11787.png	(大写)肆仟柒佰捌拾伍元整
0\11788.png	广东揭西农商行
0\11789.png	新会第三支行在行自助银行24小时自助银行
0\11790.png	(大写)陆仟肆佰玖拾壹元整
0\11791.png	茂名市电白区电海中学附属中学
0\11792.png	珠海农商行造贝支
0\11793.png	化州市个体劳动者协会
0\11794.png	坝仔农商银行
0\11795.png	汕头市澄海农村信用合作联社益民储蓄所
0\11796.png	广东南粤银行清华支行
0\11797.png	江苏省常州市/县
0\11798.png	现金
0\11799.png	吉大支行在行自助银行24小时自助银行
0\11800.png	广东省梅州市/县
0\11801.png	大沙支行
0\11802.png	新会支行营业部在行自助银行24小时自助银行
0\11803.png	城中支行在行自助银行24小时自助银行
0\11804.png	饲料款
0\11805.png	肇庆农商行
0\11806.png	(大写)贰万柒仟伍佰元整
0\11807.png	壹拾万元正
0\11808.png	工商银行肇庆分行
0\11809.png	(大写)贰件柒佰贰拾陆元伍角正
0\11810.png	龙兴市场离行自助银行24小时自助银行
0\11811.png	怀集农商银行下帅支行
0\11812.png	新丰农商行
0\11813.png	水头支行
0\11814.png	园岭新一佳离行自助银行24小时自助银行
0\11815.png	(大写)贰仟壹佰元正
0\11816.png	寮步润丰厂离行自助单点24小时自助银行
0\11817.png	广东东明股份有限公司
0\11818.png	肇庆农商行金利支行
0\11819.png	英德农商行
0\11820.png	翁源农商银行
0\11821.png	备注：2021年8月房租
0\11822.png	虎门镇新湾新港南路新湾文化站对面
0\11823.png	阳江农商银行
0\11824.png	午托费
0\11825.png	雷州市商业银行
0\11826.png	广东博罗农村商业银行石岗岭分理处
0\11827.png	上岐分理处
0\11828.png	货软
0\11829.png	农业银行（广东省广州市）
0\11830.png	往来款
0\11831.png	中山农商银行
0\11832.png	珠海农商银行口岸支行
0\11833.png	风度名城离行自助银行24小时自助银行
0\11834.png	汕头市澄海农村信用合作联社北中信用分社
0\11835.png	高明杨和杜鹃离行自助单点24小时自助银行
0\11836.png	(大写)壹拾伍元正
0\11837.png	收款行地点广东省阳江市/县
0\11838.png	广东省佛山市/县
0\11839.png	揭西县金和镇
0\11840.png	惠东支行在行自助银行24小时自助银行
0\11841.png	大岭山支行在行自助银行24小时自助银行
0\11842.png	江湾离行自助银行24小时自助银行
0\11843.png	建设银行珠海分行
0\11844.png	壹仟柒佰柒拾肆元整
0\11845.png	广东大埔农村商业银行古城分理处
0\11846.png	收款行名称建设银行珠海分行
0\11847.png	高埗日本电产厂离行自助单点24小时自助银行
0\11848.png	(大写)贰仟壹佰叁拾陆元正
0\11849.png	核酸检测款
0\11850.png	桂湖轩绿化树款
0\11851.png	英德市沙口镇高桥村民委员会
0\11852.png	广东省清新市/县
0\11853.png	南海农商银行平洲祥胜支行
0\11854.png	云浮农商银行
0\11855.png	公园东自助银行离行自助银行24小时自助银行
0\11856.png	汕头市澄海农村信用合作联社南溪信用分社
0\11857.png	销售款
0\11858.png	农商银行金湾支行
0\11859.png	激活
0\11860.png	下九路58-60号赛博数码广场首层
0\11861.png	珠海农商银行海澄支行
0\11862.png	汕头市澄海农村信用合作联社樟林信用分社
0\11863.png	往来
0\11864.png	壹仟贰佰叁拾壹元肆角整
0\11865.png	干部职工仪食费
0\11866.png	业务款
0\11867.png	建设银行（河源分行）
0\11868.png	(大写)叁仟玖佰伍拾元整
0\11869.png	广东省云浮市/县
0\11870.png	五华农商行
0\11871.png	中国工商银行
0\11872.png	高明荷城离行自助银行24小时自助银行
0\11873.png	佛山市南海区大沥镇水头社区镇西股份经济合作社
0\11874.png	建设银行佛冈支行
0\11875.png	(大写)贰仟贰佰零叁元零贰分
0\11876.png	虎门金洲支行在行自助银行24小时自助银行
0\11877.png	汕头海湾农商行
0\11878.png	广东东明股份有限公司
0\11879.png	招商银行狮山支行
0\11880.png	清远市清新区农村信用合作联社浸潭信用社
0\11881.png	农药款
0\11882.png	壹万柒仟元整
0\11883.png	广东博罗农村商业银行罗浮山分理处
